morphemes	target	prediction
i_mi_tfombo	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_e_ma_ndla	PossConc4_NPrePre6_BPre6_NStem	PossConc9_VerbTerm_BPre6_NStem
le_khona	RelConc4_Adv	RelConc4_Conj
e_Afrika	LocPre_ProperName	VerbTerm_ProperName
le_s_e_ningizimu	PossConc5_PreLoc-s_LocPre_NStem	RelConc4_PossConc7_VerbTerm_NStem
.	Punc	Punc
i_nombolo	NPre9_NStem	VerbTerm_NStem
ye_imi_sebenti	PossConc3_NPre4_NStem	PossConc4_NPre4_NStem
le_sungul_w_e	RelConc9_VRoot_PassExt_VerbTerm	RelConc4_NStem_CopPre_VerbTerm
yi_i_mi_tamo	CopPre_NPrePre4_BPre4_NStem	CopPre_VerbTerm_BPre4_NStem
ye_i_n_tfutfuko	PossConc4_NPrePre9_BPre9_NStem	PossConc4_VerbTerm_BPre9_NStem
ye_um_<?unk?>	PossConc3_NPre3_NStem	PossConc4_NPre3_NStem
we_in_dzawo	PossConc9_NPre9_NStem	PossConc3_NPre9_NStem
ya_masipala	PossConc9_NStem	PossConc9_NStem
,	Punc	Punc
loku_fak_a	RelConc15_VRoot_VerbTerm	Dem15_NStem_VerbTerm
i_mi_klamo_si_calo	NPrePre4_BPre4_NStem_NPre7_NStem	VerbTerm_BPre4_NStem_BPre7_NStem
.	Punc	Punc
ku_sit_a	BPre15_VRoot_VerbTerm	LocPre_NStem_VerbTerm
ne_ku_cinisek_is_a	AdvPre_BPre15_VRoot_CausExt_VerbTerm	Ideoph_LocPre_Adv_CausExt_VerbTerm
ku_hlanganyel_a	OC15_VRoot_VerbTerm	LocPre_PossConc9_VerbTerm
kwe_si_ve	PossConc15_BPre7_NStem	PossConc15_BPre7_NStem
ku_ent_iw_a	BPre15_VRoot_PassExt_VerbTerm	LocPre_Adv_PassExt_VerbTerm
nga_leyo	AdvPre_Dem9	AdvPre_Dem4
n_dlela	BPre9_NStem	BPre9_NStem
le_i_mi_<?unk?>	PossConc5_NPrePre4_BPre4_NStem	RelConc4_VerbTerm_BPre4_NStem
ngu_u_mu_tsetfo	CopPre_NPrePre3_BPre3_NStem	CopPre_NPrePre1a_BPre3_NStem
lo_condz_en_e	RelConc3_VRoot_ApplExt_VerbTerm	PronStem5_VRoot_RecipExt_VerbTerm
nako	Dem15	Dem15
ku_ta_wa_nik_a	SC15_Fut_OC3_VRoot_VerbTerm	LocPre_PossConc8_PossConc3_Foreign_VerbTerm
e_ma_komidi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
e_ma_wadi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
i_n_sayeya	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
ye_<?unk?>	PossConc9_NStem	PossConc4_NStem
kwa_e_ma_cembu	PossConc15_NPrePre6_BPre6_NStem	PossConc15_VerbTerm_BPre6_NStem
la_hluk_an_ile	RelConc6_VRoot_RecipExt_Perf	PossConc5_NStem_RecipExt_Perf
ne_tin_jongo	AdvPre_NPre10_NStem	Ideoph_BPre10_NStem
leti_s_e_ma_wadi_ni	RelConc8_PreLoc-s_LocPre_BPre6_NStem_RelSuf	Dem10_PossConc7_VerbTerm_BPre6_NStem_Interrog
a_wo	PossConc6_PronStem6	VerbTerm_PronStem6
.	Punc	Punc
e_ma_lunga	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
e_ma_komidi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
e_ma_wadi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_dzing_a	SC6_VRoot_VerbTerm	VerbTerm_Num_VerbTerm
ku_<?unk?>_a	BPre15_VRoot_VerbTerm	LocPre_NStem_VerbTerm
kwa_ehlukahluk_an_a	PossConc15_Intrans_VerbExt_VerbTerm	PossConc15_NStem_RecipExt_VerbTerm
kwe_m_mango	PossConc15_BPre3_NStem	PossConc15_BPre3_NStem
ya_wo	PossConc9_PronStem3	PossConc9_PronStem6
a_phindz_e	SC6_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
a_khe	PossConc6_PronStem1	VerbTerm_PronStem1
tin_dlela	BPre10_NStem	BPre10_NStem
ta_uku_sebent_a	PossConc8_OC15_VRoot_VerbTerm	PossConc8_BPre15_VRoot_VerbTerm
leti_cabang_isis_ek_ile	RelConc10_VRoot_IntensExt_NeutExt_Perf	Dem10_NStem_IntensExt_NPas_Perf
leti_yi_m_phumelelo	RelConc10_CopPre_BPre3_NStem	Dem10_CopPre_BPre3_NStem
kute	Conj	Conj
a_cin_is_ek_is_e	SC1_VRoot_CausExt_NeutExt_CausExt_VerbTerm	VerbTerm_Conj_CausExt_NPas_CausExt_VerbTerm
kutsi	Conj	Conj
o_nkhe	QuantConc6_QuantStem	QuantConc6_QuantStem
e_ma_lunga	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
e_ma_wadi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_wo	PossConc6_PronStem6	VerbTerm_PronStem6
a_fak_iw_e	SC6_VRoot_PassExt_VerbTerm	VerbTerm_NStem_PassExt_VerbTerm
.	Punc	Punc
ku_hlangan_is_a	BPre15_VRoot_CausExt_VerbTerm	LocPre_NStem_CausExt_VerbTerm
u_mu_mango	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
kutsi	Conj	Conj
wu_esekel_e	SC3_VRoot_VerbTerm	SC3_RelStem_VerbTerm
lolu_hlelo	RelConc11_NStem	Dem11_NStem
,	Punc	Punc
kanye	Conj	Conj
ne_ku_hlol_a	AdvPre_SC15_VRoot_VerbTerm	Ideoph_LocPre_Abbr_VerbTerm
ku_minyan_a	BPre15_VRoot_VerbTerm	LocPre_NStem_VerbTerm
kwa_ta_in_hlalo	PossConc15_PossConc10_BPre9_NStem	PossConc15_PossConc8_NPre9_NStem
kute	Conj	Conj
ku_nciph_is_w_e	SC15_VRoot_CausExt_PassExt_VerbTerm	LocPre_Adv_CausExt_CopPre_VerbTerm
bu_phuya	BPre14_NStem	BPre14_NStem
na_ku_nga_lingan_i	AdvPre_OC15_NegPre_VRoot_VerbTerm	AdvPre_LocPre_AdvPre_Abbr_VerbTerm
ngekutsi	Conj	Conj
ku_tjal_w_a	SC15_VRoot_PassExt_VerbTerm	LocPre_NStem_CopPre_VerbTerm
ti_mali	BPre10_NStem	BPre8_NStem
ku_akh_iw_e	SC15_VRoot_PassExt_VerbTerm	LocPre_Conj_PassExt_VerbTerm
na_ma_tfuba	AdvPre_BPre6_NStem	AdvPre_BPre6_NStem
a_i_mi_sebenti	PossConc6_NPrePre4_BPre4_NStem	VerbTerm_VerbTerm_BPre4_NStem
.	Punc	Punc
i_mi_hlangano	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_u_mu_mango	PossConc9_NPrePre3_BPre3_NStem	PossConc9_NPrePre1a_BPre3_NStem
i_ya_bamb_w_a	SC4_Pres_VRoot_PassExt_VerbTerm	VerbTerm_PossConc9_Abbr_CopPre_VerbTerm
emva	Adv	Adv
kwa_yo	PossConc15_PronStem4	PossConc15_PronStem9
yo_nkhe	QuantConc4_QuantStem	PronStem9_QuantStem
i_mi_hlangano	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_mu_khandlu	PossConc4_BPre3_NStem	PossConc9_BPre3_NStem
ku_at_is_a	BPre15_VRoot_CausExt_VerbTerm	LocPre_NStem_CausExt_VerbTerm
u_mu_mango	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
.	Punc	Punc
ku_buyeket_w_a	BPre15_VRoot_PassExt_VerbTerm	LocPre_NStem_CopPre_VerbTerm
kwa_li_zinga	PossConc15_BPre5_NStem	PossConc15_BPre5_NStem
la_ku_sebent_a	PossConc5_OC15_VRoot_VerbTerm	PossConc5_LocPre_VRoot_VerbTerm
nga_m_nyaka	AdvPre_BPre3_NStem	AdvPre_BPre3_NStem
-	Punc	Punc
li_bandla	BPre5_NStem	BPre5_NStem
la_e_ma_khansela	PossConc5_NPrePre6_BPre6_NStem	PossConc5_VerbTerm_BPre6_NStem
ku_fanel_e	SC15_VRoot_VerbTerm	LocPre_Adv_VerbTerm
le_tful_e	SC5_VRoot_VerbTerm	RelConc4_Num_VerbTerm
u_mu_biko	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
wa_lu_hla	PossConc3_BPre11_NStem	PossConc3_BPre11_NStem
lwa_ma_phakelo	PossConc11_BPre6_NStem	PossConc11_BPre6_NStem
kanye	Conj	Conj
ne_tin_hloso	AdvPre_BPre10_NStem	Ideoph_BPre10_NStem
ta_mu_sebenti	PossConc10_BPre3_NStem	PossConc8_BPre3_NStem
.	Punc	Punc
hulumende	NStem	NStem
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
a_<?unk?>	RelConc6_NStem	VerbTerm_NStem
ku_bek_a	BPre15_VRoot_VerbTerm	LocPre_NegPre_VerbTerm
e_m_bili	LocPre_BPre3_NStem	VerbTerm_BPre3_AdjStem
tin_tfo	BPre10_NStem	BPre10_NStem
leti_tsite	RelConc10_RelStem	Dem10_RelStem
.	Punc	Punc
i_khabhinethi	NPrePre4_NStem	VerbTerm_NStem
kanye	Adv	Conj
ne_ti_khulu	AdvPre_BPre8_NStem	Ideoph_BPre8_AdjStem
l_ta_hulumende	BPre8_Fut_NStem	NStem_PossConc8_NStem
leti_s_e_tulu	RelConc10_PreLoc-s_LocPre_Adv	Dem10_PossConc7_VerbTerm_NStem
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
ba_<?unk?>	PossConc2a_NStem	AuxVStem_NStem
ku_nak_a	BPre15_VRoot_VerbTerm	LocPre_NStem_VerbTerm
kwa_bo	PossConc15_PronStem2	PossConc15_PronStem2
e_tin_tfo_ini	LocPre_BPre10_NStem_LocSuf	VerbTerm_BPre10_NStem_LocSuf
leti_mbalwa	RelConc10_RelStem	Dem10_RelStem
leti_bek_w_e	RelConc10_VRoot_PassExt_VerbTerm	Dem10_NegPre_CopPre_VerbTerm
e_m_bili	LocPre_BPre3_NStem	VerbTerm_BPre3_AdjStem
.	Punc	Punc
la_u_lu_hlelo	PossConc5_NPrePre11_BPre11_NStem	PossConc5_NPrePre1a_BPre11_NStem
lu_nik_a	SC11_VRoot_VerbTerm	BPre11_Foreign_VerbTerm
lolu_hlaka	Dem11_NStem	Dem11_NStem
lwe_lisu	PossConc11_NStem	PossConc11_NStem
.	Punc	Punc
lu_khomba	BPre11_NStem	BPre11_NStem
li_zinga	BPre5_NStem	BPre5_NStem
leli_s_e_tulu	RelConc5_PreLoc-s_LocPre_Adv	Dem5_PossConc7_VerbTerm_NStem
leti_bek_w_e	RelConc10_VRoot_PassExt_VerbTerm	Dem10_NegPre_CopPre_VerbTerm
e_m_bili	LocPre_BPre3_NStem	VerbTerm_BPre3_AdjStem
kantsi	Conj	Conj
ku_leti_nye	LocPre_AdjPref10_AdjStem	LocPre_Dem10_AdjStem
ti_ncenye	NPre10_NStem	BPre8_NStem
,	Punc	Punc
ku_landzel_an_is_a	BPre15_VRoot_RecipExt_CausExt_VerbTerm	LocPre_Conj_RecipExt_CausExt_VerbTerm
loku_tsite	RelConc15_RelStem	Dem15_RelStem
.	Punc	Punc
ku_ent_a	SC15_VRoot_VerbTerm	LocPre_Adv_VerbTerm
si_bonelo	BPre7_NStem	BPre7_NStem
,	Punc	Punc
lolu_hlelo	RelConc11_NStem	Dem11_NStem
lu_khomb_is_a	SC11_VRoot_CausExt_VerbTerm	BPre11_NStem_CausExt_VerbTerm
sidzingo	NStem	NStem
se_ku_enyus_a	PossConc7_BPre15_VRoot_VerbTerm	PossConc7_LocPre_Abbr_VerbTerm
li_zinga	BPre5_NStem	BPre5_NStem
le_ma_<?unk?>	PossConc5_BPre6_NStem	RelConc4_BPre6_NStem
e_FET	LocPre_Abbr	VerbTerm_Abbr
nga_i_mbi	AdvPre_NPrePre9_NStem	AdvPre_VerbTerm_AdjStem
kwa_ku_enyus_a	PossConc15_SC15_VRoot_VerbTerm	PossConc15_LocPre_Abbr_VerbTerm
e_ma_ndla	LocPre_BPre6_NStem	VerbTerm_BPre6_NStem
nga_loku_<?unk?>_ko	AdvPre_RelConc15_NStem_RelSuf	AdvPre_Dem15_NStem_PronStem15
.	Punc	Punc
kwe_tful_a	BPre15_VRoot_VerbTerm	PossConc15_Num_VerbTerm
lolu_hlelo	RelConc11_NStem	Dem11_NStem
ku_tawu_dzing_a	SC15_Fut_VRoot_VerbTerm	LocPre_Fut_Num_VerbTerm
ti_ncumo	BPre8_NStem	BPre8_NStem
leti_cin_ile	RelConc10_VRoot_Perf	Dem10_Conj_Perf
,	Punc	Punc
leti_ne_ma_ndla	RelConc8_AdvPre_BPre6_NStem	Dem10_Ideoph_BPre6_NStem
la_ne_ti_<?unk?>	PossConc5_AdvPre_BPre8_NStem	PossConc5_Ideoph_BPre8_NStem
.	Punc	Punc
le_li_ve	PossConc5_BPre5_NStem	RelConc4_BPre5_NStem
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
li_hlal_e	SC5_VRoot_VerbTerm	BPre5_NStem_VerbTerm
njalo	Adv	Adv
le_ta_ma	PossConc5_Fut_NStem	RelConc4_PossConc8_BPre6
ku_khutsal_a	BPre15_VRoot_VerbTerm	LocPre_NStem_VerbTerm
ku_sebent_a	BPre15_VRoot_VerbTerm	LocPre_VRoot_VerbTerm
loku_phum_elel_is_a_ko	RelConc15_VRoot_IntensExt_CausExt_VerbTerm_RelSuf	Dem15_ProperName_IntensExt_CausExt_VerbTerm_PronStem15
e_tin_dlela_ini	LocPre_BPre10_NStem_LocSuf	VerbTerm_BPre10_NStem_LocSuf
ta_ku_hlom_is_a	PossConc10_BPre15_VRoot_CausExt_VerbTerm	PossConc8_LocPre_NStem_CausExt_VerbTerm
laba_mnyama	RelConc2_RelStem	Dem2_RelStem
ku_te_m_notfo	BPre17_PossConc10_BPre3_NStem	LocPre_PossConc8_BPre3_NStem
.	Punc	Punc
i_mi_mango	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
i_phindz_e	SC4_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
i_b_e	SC1_VRoot_VerbTerm	VerbTerm_Foreign_VerbTerm
na_n_dzima	AdvPre_BPre9_NStem	AdvPre_BPre9_NStem
loku_mel_e	RelConc15_VRoot_VerbTerm	Dem15_ProperName_VerbTerm
i_yi_dlal_e	SC4_OC9_VRoot_VerbTerm	VerbTerm_CopPre_Conj_VerbTerm
e_ku_landz_elel_a_ini	LocPre_BPre15_VRoot_IntensExt_VerbTerm_LocSuf	VerbTerm_LocPre_NStem_IntensExt_VerbTerm_LocSuf
ku_sebent_a	SC15_VRoot_VerbTerm	LocPre_VRoot_VerbTerm
kwe_lu_hlelo	PossConc15_NPre11_NStem	PossConc15_BPre11_NStem
lwa_masipala	PossConc11_NStem	PossConc11_NStem
lwa_ku_sebent_is_a	PossConc11_OC15_VRoot_CausExt_VerbTerm	PossConc11_LocPre_VRoot_CausExt_VerbTerm
kanye	Conj	Conj
na_ku_bek_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_LocPre_NegPre_VerbTerm
e_<?unk?>	LocPre_NStem	VerbTerm_NStem
a_ku_lingan_is_a	PossConc6_OC15_VRoot_CausExt_VerbTerm	VerbTerm_LocPre_Abbr_CausExt_VerbTerm
ku_sebent_a	BPre15_VRoot_VerbTerm	LocPre_VRoot_VerbTerm
la_fanel_e	RelConc6_VRoot_VerbTerm	PossConc5_Adv_VerbTerm
.	Punc	Punc
i_CBP	NPrePre4_Abbr	VerbTerm_Abbr
i_yi_n_chubo	BPre4_CopPre_BPre9_NStem	VerbTerm_CopPre_BPre9_NStem
ya_ku_esekel_a	PossConc9_OC15_VRoot_VerbTerm	PossConc9_LocPre_RelStem_VerbTerm
le_sita	RelConc5_NStem	RelConc4_NStem
e_ma_komidi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
e_ma_wadi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
e_ku_sit_a_ini	LocPre_BPre15_VRoot_VerbTerm_LocSuf	VerbTerm_LocPre_NStem_VerbTerm_LocSuf
i_mi_mango	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
nga_ku_fak_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_LocPre_NStem_VerbTerm
li_galelo	BPre5_NStem	BPre5_NStem
ku_le_n_chubo	LocPre_Dem9_BPre9_NStem	LocPre_RelConc4_BPre9_NStem
.	Punc	Punc
i_gcugcutel_a	SC9_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
ku_ti_phendvul_el_a	SC15_OC10_VRoot_ApplExt_VerbTerm	LocPre_BPre8_NStem_ApplExt_VerbTerm
na_ku_ba	AdvPre_BPre15_AuxVStem	AdvPre_LocPre_AuxVStem
selubala	Adv	Adv
.	Punc	Punc
ku_ti_bandzakany_a	BPre15_ReflPre_VRoot_VerbTerm	LocPre_BPre8_NStem_VerbTerm
kwe_m_mango	PossConc15_BPre3_NStem	PossConc15_BPre3_NStem
ku_nga_ba	SC15_Pot_AuxVStem	LocPre_AdvPre_AuxVStem
na_n_zuzo	AdvPre_BPre9_NStem	AdvPre_BPre9_NStem
len_hle	AdjPref9_AdjStem	NStem_AdjStem
e_wadi_ini	LocPre_NStem_LocSuf	VerbTerm_NStem_LocSuf
njengobe	Conj	Conj
i_mi_bono	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_u_mu_mango	PossConc4_NPrePre3_BPre3_NStem	PossConc9_NPrePre1a_BPre3_NStem
i_fak_w_a	SC5_VRoot_PassExt_VerbTerm	VerbTerm_NStem_CopPre_VerbTerm
e_tin_hlelo_ini	LocPre_BPre10_NStem_LocSuf	VerbTerm_BPre10_NStem_LocSuf
leti_tfutfuk_is_a_ko	RelConc10_VRoot_CausExt_VerbTerm_RelSuf	Dem10_Conj_CausExt_VerbTerm_PronStem15
na_leti_khul_is_a_ko	AdvPre_RelConc10_VRoot_CausExt_VerbTerm_RelSuf	AdvPre_Dem10_NStem_CausExt_VerbTerm_PronStem15
.	Punc	Punc
ku_cin_is_a	SC15_VRoot_CausExt_VerbTerm	LocPre_Conj_CausExt_VerbTerm
lu_hlelo	BPre11_NStem	BPre11_NStem
lwe_te_bulungiswa	PossConc11_PossConc8_NStem	PossConc11_PossConc8_NStem
ku_te_u_bu_gebengu	BPre17_PossConc10_BPre14_BPre14_NStem	LocPre_PossConc8_NPrePre1a_BPre14_NStem
.	Punc	Punc
loku	Dem15	Dem15
ku_dzing_a	SC15_VRoot_VerbTerm	LocPre_Num_VerbTerm
ku_sebent_is_an_a	SC15_VRoot_CausExt_RecipExt_VerbTerm	LocPre_VRoot_CausExt_RecipExt_VerbTerm
e_m_khatsi_ini	LocPre_BPre3_NStem_LocSuf	VerbTerm_BPre3_Adv_LocSuf
wa_wo	PossConc3_PronStem3	PossConc3_PronStem6
o_nkhe	QuantConc6_QuantStem	QuantConc6_QuantStem
e_ma_tiko	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
ku_te_bu_<?unk?>	LocPre_PossConc10_BPre14_NStem	LocPre_PossConc8_BPre14_NStem
ba_hulumende	BPre2_NStem	AuxVStem_NStem
,	Punc	Punc
e_ma_cembu	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
e_te_ku_vimb_el_a	PossConc6_PossConc10_BPre15_VRoot_ApplExt_VerbTerm	VerbTerm_PossConc8_LocPre_AdvPre_ApplExt_VerbTerm
bu_gebengu	BPre14_NStem	BPre14_NStem
na_ku_pheph_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_LocPre_PossConc1_VerbTerm
.	Punc	Punc
ti_phakamiso	BPre8_NStem	BPre8_NStem
e_mu_culu_ini	LocPre_BPre3_NStem_LocSuf	VerbTerm_BPre3_Foreign_LocSuf
lo_ts_i	RelConc3_VRoot_VerbTerm	PronStem5_RelConc4_VerbTerm
ku_bu_<?unk?>_w_a	BPre15_OC14_VRoot_PassExt_VerbTerm	LocPre_BPre14_NStem_CopPre_VerbTerm
kwa_e_inchubo	PossConc15_LocPre_NStem	PossConc15_VerbTerm_Adv
ye_bulungiswa	PossConc9_NStem	PossConc4_NStem
b_e_<?unk?>	PossConc14_LocPre_NStem	Foreign_VerbTerm_NStem
ya_s_e_li_Ningizimu	PossConc9_PreLoc-s_LocPre_BPre5_NStem	PossConc9_PossConc7_VerbTerm_BPre5_ProperName
Afrika	ProperName	ProperName
(	Punc	Punc
<?unk?>	Foreign	NStem
<?unk?>	Foreign	NStem
the	Foreign	Foreign
<?unk?>	Foreign	NStem
<?unk?>	Foreign	NStem
<?unk?>	Foreign	NStem
<?unk?>	Foreign	NStem
<?unk?>	Foreign	NStem
)	Punc	Punc
ti_tawu_sit_a	SC10_Fut_VRoot_VerbTerm	BPre8_Fut_NStem_VerbTerm
ka_khulu	AdvPre_AdjStem	AdvPre_AdjStem
e_ku_lung_is_a_ini	LocPre_BPre15_VRoot_CausExt_VerbTerm_LocSuf	VerbTerm_LocPre_Conj_CausExt_VerbTerm_LocSuf
bu_tsakatsaka	BPre14_NStem	BPre14_NStem
be_lu_hlelo	PossConc2_BPre11_NStem	AuxVStem_BPre11_NStem
lolu_khona	RelConc11_Adv	Dem11_Conj
njenga_nyalo	AdvPre_Adv	AdvPre_NStem
.	Punc	Punc
i_n_khomba	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
nga_yi_nye	AdvPre_OC9_EnumStem	AdvPre_CopPre_AdjStem
ku_fun_ek_a	SC15_VRoot_NPas_VerbTerm	LocPre_NStem_NPas_VerbTerm
ku_bik_w_e	SC15_VRoot_PassExt_VerbTerm	LocPre_Conj_CopPre_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9
ku_le_<?unk?>	LocPre_Dem9_NStem	LocPre_RelConc4_NStem
ya_loku_chub_ek_a_ko	PossConc9_RelConc15_VRoot_NeutExt_VerbTerm_RelSuf	PossConc9_Dem15_PossConc8_NPas_VerbTerm_PronStem15
.	Punc	Punc
lemi_nye	AdjPref4_AdjStem	AdjPref4_AdjStem
i_mi_sebenti	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
le_ngaka_hlel_el_w_a	RelConc4_NegPre_VRoot_ApplExt_PassExt_VerbTerm	RelConc4_NegPre_NStem_ApplExt_CopPre_VerbTerm
ko_dvwa	QuantConc15_QuantStem	PronStem15_QuantStem
i_ent_iw_e	SC4_VRoot_PassExt_VerbTerm	VerbTerm_Adv_PassExt_VerbTerm
ku_fanel_e	SC15_VRoot_VerbTerm	LocPre_Adv_VerbTerm
i_enget_w_e	SC4_VRoot_PassExt_VerbTerm	VerbTerm_NStem_CopPre_VerbTerm
nga_phansi	AdvPre_Adv	AdvPre_Adv
.	Punc	Punc
nobe	Conj	Conj
ngu_yi_phi	AdvPre_EnumConc9_EnumStem	CopPre_CopPre_Interrog
i_n_dlela	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
le_khets_w_a	RelConc9_VRoot_PassExt_VerbTerm	RelConc4_Num_CopPre_VerbTerm
ngu_masipala	CopPre_NStem	CopPre_NStem
,	Punc	Punc
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
i_hamb_is_an_e	SC9_VRoot_CausExt_RecipExt_VerbTerm	VerbTerm_Adv_CausExt_RecipExt_VerbTerm
ne_mi_gomo	AdvPre_BPre4_NStem	Ideoph_BPre4_NStem
le_nga_tulu	RelConc4_AdvPre_Adv	RelConc4_AdvPre_NStem
ya_ku_tfutfuk_is_a	PossConc4_OC15_VRoot_CausExt_VerbTerm	PossConc9_LocPre_Conj_CausExt_VerbTerm
si_mo	BPre7_NStem	BPre7_NStem
se_tin_sita	PossConc7_NPre10_NStem	PossConc7_BPre10_NStem
,	Punc	Punc
ku_khul_is_a	BPre15_VRoot_CausExt_VerbTerm	LocPre_NStem_CausExt_VerbTerm
tin_sita	BPre10_NStem	BPre10_NStem
ta_ti_akhamiti	PossConc10_BPre8_NStem	PossConc8_BPre8_NStem
leti_eswel_e	RelConc8_VRoot_VerbTerm	Dem10_NStem_VerbTerm
,	Punc	Punc
ne_kwe_tful_a	AdvPre_BPre15_VRoot_VerbTerm	Ideoph_PossConc15_Num_VerbTerm
tin_sita	BPre10_NStem	BPre10_NStem
nga_tin_dleko	AdvPre_NPre10_NStem	AdvPre_BPre10_NStem
leti_nga_khon_w_a	RelConc8_AdvPre_VRoot_PassExt_VerbTerm	Dem10_AdvPre_NStem_CopPre_VerbTerm
li_nyenti	AdjPref5_AdjStem	BPre5_AdjStem
.	Punc	Punc
si_tawu_buk_a	SC2pp_Fut_VRoot_VerbTerm	BPre7_Fut_Interrog_VerbTerm
e_ma_<?unk?>	NPrePre6_BPre6_Abbr	VerbTerm_BPre6_NStem
emva	Adv	Adv
kwa_si_khatsi	PossConc15_BPre7_NStem	PossConc15_BPre7_Adv
,	Punc	Punc
ngoba	Conj	Conj
ku_na_tin_tfo	BPre15_AdvPre_BPre10_NStem	LocPre_AdvPre_BPre10_NStem
leti_nengi	AdjPref10_AdjStem	Dem10_AdjStem
le_ku_mel_e	RelConc10_OC15_VRoot_VerbTerm	RelConc4_LocPre_ProperName_VerbTerm
masipala	NStem	NStem
a_ti_buk_isis_e	SC6_OC10_VRoot_IntensExt_VerbTerm	VerbTerm_BPre8_Interrog_IntensExt_VerbTerm
<?unk?>	Adv	NStem
kwa_ku_khets_a	PossConc15_OC15_VRoot_VerbTerm	PossConc15_LocPre_Num_VerbTerm
yi_nye	CopPre_EnumStem	CopPre_AdjStem
ya_leti_n_dlela	PossConc10_Dem10_NPre10_NStem	PossConc9_Dem10_BPre9_NStem
.	Punc	Punc
ku_mcoka	BPre15_NStem	LocPre_NStem
kwe_tful_a	BPre15_VRoot_VerbTerm	PossConc15_Num_VerbTerm
tin_sita	BPre10_NStem	BPre10_NStem
leti_nga_ka_dul_i	RelConc10_NegPre_ExclNeg_VRoot_VerbTerm	Dem10_AdvPre_AdvPre_Adv_VerbTerm
,	Punc	Punc
kepha	Adv	Conj
masipala	NStem	NStem
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
ent_e	VRoot_VerbTerm	Adv_VerbTerm
njalo	Adv	Adv
nga_phandle	AdvPre_Adv	AdvPre_Adv
kwa_ku_ti_fak_a	PossConc15_OC15_ReflPre_VRoot_VerbTerm	PossConc15_LocPre_BPre8_NStem_VerbTerm
e_in_kinga_ini	LocPre_NPre9_NStem_LocSuf	VerbTerm_NPre9_NStem_LocSuf
a_nga_sa_khon_i	SC1a_NegPre_Pro_VRoot_VerbTerm	VerbTerm_AdvPre_PossConc7_NStem_VerbTerm
ku_sebent_a	BPre15_VRoot_VerbTerm	LocPre_VRoot_VerbTerm
na_ku_nak_ekel_a	AdvPre_OC15_VRoot_NeutExt_VerbTerm	AdvPre_LocPre_NStem_OC4_VerbTerm
tin_sita	BPre10_NStem	BPre10_NStem
leti_khona	RelConc10_Adv	Dem10_Conj
.	Punc	Punc
ba_bambi	BPre2_NStem	AuxVStem_NStem
li_chaza	BPre5_NStem	BPre5_NStem
ba_cedz_el_a	SC2_VRoot_ApplExt_VerbTerm	AuxVStem_NStem_ApplExt_VerbTerm
ti_bonelo	BPre8_NStem	BPre8_NStem
leti_nge_ntasi	RelConc8_AdvPre_Adv	Dem10_AdvPre_Adv
kutsi	Conj	Conj
i_KPI	NPre9_Abbr	VerbTerm_Abbr
i_fez_a	SC9_VRoot_VerbTerm	VerbTerm_Abbr_VerbTerm
njani	Adv	Adv
ti_dzingo	BPre8_NStem	BPre8_NStem
