morphemes	target	prediction
.	Punc	Punc
no_ku_khombel_a	AdvPre_SC15_VRoot_VerbTerm	AdvPre_BPre15_NStem_VerbTerm
u_mu_phakathi	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_Adv
bo_nyana	BPre2_NStem	PossConc2_NStem
u_sekele	NPrePre1a_NStem	NPrePre1a_NStem
u_m_tlamo	NPrePre1_BPre1_NStem	NPrePre1a_BPre3_NStem
,	Punc	Punc
be_godu	PossConc14_NStem	PossConc2_Ideoph
na_u_ku_hlol_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	Interrog_NPrePre1a_BPre15_NStem_VerbTerm
i_si_vumelwano	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
sa_u_mu_phakathi	PossConc7_NPrePre3_BPre3_NStem	PossConc7_NPrePre1a_BPre1_Adv
sa_u_ku_phungula	PossConc7_NPrePre15_BPre15_NStem	PossConc7_NPrePre1a_BPre15_NStem
u_bu_chaka	NPrePre14_BPre14_NStem	NPrePre1a_BPre14_NStem
na_u_ku_nga_lingan_i	AdvPre_NPrePre15_BPre15_NegPre_VRoot_VerbTerm	Interrog_NPrePre1a_BPre15_AdvPre_NStem_VerbTerm
ngo_ku_sis_a	AdvPre_SC15_VRoot_VerbTerm	AdvPre_BPre15_NStem_VerbTerm
na_ngo_msebenzi	AdvPre_AdvPre_NStem	Interrog_AdvPre_NStem
.	Punc	Punc
i_mi_hlangano	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_u_mu_phakathi	PossConc4_NPrePre3_BPre3_NStem	PossConc9_NPrePre1a_BPre1_Adv
i_banj_w_a	NPrePre4_VRoot_PassExt_VerbTerm	VerbTerm_NStem_PossConc1a_VerbTerm
nga_mva	AdvPre_Adv	AdvPre_Adv
ko_u_mu_hlangano	RelConc15_NPrePre3_BPre3_NStem	RelSuf_NPrePre1a_BPre1_NStem
wo_m_khandlu	PossConc3_BPre3_NStem	PronStem3_BPre3_NStem
ukuze	Conj	Conj
ku_nik_el_w_e	OC15_VRoot_ApplExt_PassExt_VerbTerm	BPre15_NStem_ApplExt_PossConc1a_VerbTerm
i_lu_azi	BPre9_BPre11_NStem	VerbTerm_BPre11_NegPre
la_mva	SC5_Adv	Dem16_Adv
la_u_mu_phakathi	PossConc5_NPrePre3_BPre3_NStem	Dem16_NPrePre1a_BPre1_Adv
.	Punc	Punc
u_ku_tlam_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NStem_VerbTerm
-	Punc	Punc
i_komidi	NPrePre4_NStem	VerbTerm_NStem
ye_wadi	PossConc4_NStem	PossConc4_NStem
i_sebenz_is_an_a	SC9_VRoot_CausExt_RecipExt_VerbTerm	VerbTerm_Adv_CausExt_RecipExt_VerbTerm
e_duze	LocPre_Adv	VerbTerm_Adv
ne_khansela	AdvPre_NStem	AdvPre_NStem
u_ku_vez_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_Adv_VerbTerm
oku_qakathekileko	RelConc15_NStem	RelConc15_NStem
oku_zo_ku_enz_iw_a	RelConc15_Fut_BPre15_VRoot_PassExt_VerbTerm	RelConc15_PronStem10_BPre15_VRoot_PassExt_VerbTerm
nga_phambili	AdvPre_Adv	AdvPre_Adv
begodu	Conj	Conj
i_qinis_ek_is_a	SC4_VRoot_NeutExt_CausExt_VerbTerm	VerbTerm_Conj_NeutExt_CausExt_VerbTerm
kobana	Conj	Conj
lokhu	Dem15	Dem15
oku_qakathekileko	RelConc15_NStem	RelConc15_NStem
lokho	Dem15	Dem15
ku_ya_fak_w_a	SC15_Pres_VRoot_PassExt_VerbTerm	BPre15_PossConc9_VRoot_PossConc1a_VerbTerm
e_em_phakamiso_eni	LocPre_BPre9_NStem_LocSuf	VerbTerm_BPre3_NStem_LocSuf
ze_bhajede	PossConc10_NStem	Pres_NStem
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem
na_ku_mi_tlamo	AdvPre_BPre15_BPre4_NStem	Interrog_BPre15_BPre4_NStem
ya_phrojekthi	PossConc9_NStem	PossConc9_NStem
.	Punc	Punc
u_mu_buso	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
ku_fan_el_e	SC15_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
u_<?unk?>	NPrePre1a_NStem	NPrePre1a_Foreign
u_ku_thom_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NStem_VerbTerm
nga_lokho	AdvPre_Dem15	AdvPre_Dem15
oku_qakath_ek_e	RelConc15_VRoot_NeutExt_VerbTerm	RelConc15_Adv_NeutExt_VerbTerm
khulu_ana	Adv_DimSuf	Adv_DimSuf
.	Punc	Punc
i_<?unk?>	NPrePre4_NStem	VerbTerm_Foreign
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem
ne_e_n_khulu	AdvPre_LocPre_BPre3_NStem	AdvPre_VerbTerm_BPre9_Adv
za_u_mu_buso	PossConc10_NPrePre3_BPre3_NStem	PossConc10_NPrePre1a_BPre1_NStem
ku_fan_el_e	SC15_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
i_tjheje	NPrePre4_NStem	VerbTerm_NStem
khulu_ana	Adv_DimSuf	Adv_DimSuf
a_ma_tjhejontangi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_mbalwa	RelConc6_RelStem	VerbTerm_RelStem
a_phumelel_is_a_ko	SC6_VRoot_CausExt_VerbTerm_RelSuf	VerbTerm_NStem_CausExt_VerbTerm_RelSuf
.	Punc	Punc
u_m_tlamo	NPrePre1_BPre1_NStem	NPrePre1a_BPre3_NStem
lo	Dem1	Dem1
u_ya_<?unk?>_a	NPrePre1a_Pres_VRoot_VerbTerm	NPrePre1a_PossConc9_Foreign_VerbTerm
u_m_leyo	NPrePre1_BPre1_NStem	NPrePre1a_BPre3_Dem9
o_njalo	RelConc3_Adv	VerbTerm_Adv
o_phumelel_is_a_ko	SC3_VRoot_CausExt_VerbTerm_RelSuf	VerbTerm_NStem_CausExt_VerbTerm_RelSuf
.	Punc	Punc
u_khomba	NPrePre1a_NStem	NPrePre1a_NStem
a_ma_tjhejontangi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_s_e_<?unk?>	RelConc6_PreLoc-s_LocPre_NStem	VerbTerm_PossConc7_VerbTerm_Foreign
eli_phezulu	RelConc5_NStem	RelConc5_Adv
begodu	Conj	Conj
,	Punc	Punc
kwa_emi_nye	PossConc15_AdjPref4_AdjStem	PossConc15_AdjPref4_AdjStem
i_mi_khakha	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
,	Punc	Punc
u_vez_a	SC3_VRoot_VerbTerm	NPrePre1a_Adv_VerbTerm
ne_e_n_dlela	AdvPre_LocPre_BPre9_NStem	AdvPre_VerbTerm_BPre9_NStem
e_ku_fan_el_e	RelConc4_OC15_VRoot_ApplExt_VerbTerm	VerbTerm_BPre15_VRoot_ApplExt_VerbTerm
a_landelan_e	SC6_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9
.	Punc	Punc
i_si_bonelo	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
,	Punc	Punc
u_vez_a	SC3_VRoot_VerbTerm	NPrePre1a_Adv_VerbTerm
i_funeko	NPrePre4_NStem	VerbTerm_NStem
yo_u_ku_khuphul_a	PossConc4_NPrePre15_BPre15_VRoot_VerbTerm	PronStem9_NPrePre1a_BPre15_Adv_VerbTerm
i_khwalithi	NPrePre4_NStem	VerbTerm_NStem
ya_a_ma_<?unk?>	PossConc1a_NPrePre6_BPre6_NStem	PossConc9_VerbTerm_BPre6_Foreign
we_FET	PossConc1a_Abbr	PossConc3_Abbr
nga_phambi	AdvPre_Adv	AdvPre_Adv
ko_u_ku_khulis_a	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	RelSuf_NPrePre1a_BPre15_Conj_VerbTerm
a_ma_kghono	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
ngo_u_ku_rhab_a	AdvPre_NPrePre15_BPre15_Intrans_VerbTerm	AdvPre_NPrePre1a_BPre15_Adv_VerbTerm
.	Punc	Punc
u_ku_phumelel_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre1a_BPre15_NStem_CausExt_VerbTerm
u_m_tlamo	NPrePre1_BPre1_NStem	NPrePre1a_BPre3_NStem
lo	Dem1	Dem1
ku_tlhoga	BPre15_NStem	BPre15_NStem
u_ku_thath_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre1a_BPre15_VRoot_PossConc1a_VerbTerm
kwe_e_n_qunto	PossConc15_LocPre_BPre3_NStem	PossConc15_VerbTerm_BPre9_Adv
ezi_budisi	RelConc10_NStem	RelConc10_Adv
na_i_zi_nga_ka_vam_i	AdvPre_NPrePre10_BPre10_NegPre_ExclNeg_VRoot_VerbTerm	Interrog_VerbTerm_NStem_AdvPre_AdvPre_NStem_VerbTerm
na_ka_ncani	AdvPre_LocPre_NStem	Interrog_AdvPre_NStem
.	Punc	Punc
i_narha	NPrePre9_NStem	VerbTerm_NStem
le	Dem9	Dem9
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
i_ragele	NPrePre9_NStem	VerbTerm_NStem
phambili	Adv	Adv
na_u_ku_ling_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	Interrog_NPrePre1a_BPre15_Adv_VerbTerm
u_ku_enz_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_VRoot_VerbTerm
ngcono	NStem	NStem
u_ku_sebenz_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_Adv_VerbTerm
nga_i_pumelelo	AdvPre_NPre9_NStem	AdvPre_VerbTerm_NStem
kwe_<?unk?>	PossConc15_NStem	PossConc15_Foreign
yo_ku_thuthuk_is_w_a	PossConc4_BPre15_VRoot_CausExt_PassExt_VerbTerm	PronStem9_BPre15_VRoot_CausExt_PossConc1a_VerbTerm
ku_<?unk?>_a	OC15_Intrans_VerbTerm	BPre15_Foreign_VerbTerm
nga_u_ku_mnotho	AdvPre_NPrePre15_BPre15_NStem	AdvPre_NPrePre1a_BPre15_NStem
.	Punc	Punc
be_godu	PossConc14_NStem	PossConc2_Ideoph
i_mi_phakathi	NPrePre4_BPre4_NStem	VerbTerm_BPre4_Adv
i_ne_ndima	NPrePre8_AdvPre_NStem	VerbTerm_AdvPre_NStem
e_ku_fuz_e	RelConc4_OC15_VRoot_VerbTerm	VerbTerm_BPre15_Conj_VerbTerm
i_yi_dlal_e	SC4_CopPre_VRoot_VerbTerm	VerbTerm_CopPre_Adv_VerbTerm
mayelana	NStem	NStem
na_u_ku_tjhej_a	AdvPre_NPrePre15_BPre15_Intrans_VerbTerm	Interrog_NPrePre1a_BPre15_NStem_VerbTerm
i_hlelo	NPrePre9_NStem	VerbTerm_NStem
eli_lawula	RelConc5_NStem	RelConc5_NStem
u_ku_sebenz_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_Adv_VerbTerm
kw_aka_masipala	PossConc15_LocPre_NStem	PossConc15_NegPre_NStem
ne_ku_bek_e_ini	AdvPre_OC8_VRoot_VerbTerm_LocSuf	AdvPre_BPre15_NStem_VerbTerm_LocSuf
i_i_n_qothelwa	NPrePre8_NPrePre8_BPre8_NStem	VerbTerm_VerbTerm_BPre9_OC5
ezi_fan_el_e_ko	RelConc8_VRoot_ApplExt_VerbTerm_RelSuf	RelConc10_VRoot_ApplExt_VerbTerm_RelSuf
ne_zi_qakathek_ile_ko	AdvPre_BPre8_VRoot_Perf_RelSuf	AdvPre_NStem_SC1a_Perf_RelSuf
zo_ku_sebenza	PossConc8_BPre15_NStem	PronStem10_BPre15_NStem
.	Punc	Punc
i_CBP	NPrePre9_Abbr	VerbTerm_Abbr
i_yi_n_dlelakambiso	NPrePre4_CopPre_BPre9_NStem	VerbTerm_CopPre_BPre9_NStem
e_sekel_a_ko	SC9_VRoot_VerbTerm_RelSuf	VerbTerm_NStem_VerbTerm_RelSuf
e_siz_a	RelConc4_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
a_ma_komidi	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
we_wadi	PossConc6_NStem	PossConc3_NStem
u_ku_<?unk?>	NPrePre15_BPre15_NStem	NPrePre1a_BPre15_Foreign
i_mi_phakathi	NPrePre4_BPre4_NStem	VerbTerm_BPre4_Adv
ya_wo	PossConc4_PronStem3	PossConc9_PronStem3
ukuba	Conj	Conj
na_<?unk?>	NegPre_NStem	Interrog_Foreign
ki_le_ndlelakambiso	PossConc9_Dem9_NStem	NStem_Dem9_NStem
.	Punc	Punc
i_khuthaza	NPrePre4_NStem	VerbTerm_NStem
u_ku_zi_phendul_el_a	NPrePre15_BPre15_OC10_VRoot_ApplExt_VerbTerm	NPrePre1a_BPre15_NStem_Adv_ApplExt_VerbTerm
na_u_ku_enz_el_a	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	Interrog_NPrePre1a_BPre15_VRoot_ApplExt_VerbTerm
i_zi_nto	NPrePre10_BPre10_NStem	VerbTerm_NStem_NStem
e_<?unk?>	LocPre_NStem	VerbTerm_Foreign
.	Punc	Punc
u_ku_bandakanyeka	NPrePre15_BPre15_NStem	NPrePre1a_BPre15_NStem
kwa_u_mu_phakathi	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre1a_BPre1_Adv
ku_nga_b_a	SC15_Pot_VRoot_VerbTerm	BPre15_AdvPre_SC2_VerbTerm
na_ma_rhubhelo	AdvPre_BPre6_NStem	Interrog_BPre6_NStem
ama_hle	AdjPref6_AdjStem	AdjPref6_AdjStem
ku_wadi	BPre15_NStem	BPre15_NStem
njenga_omu_bana	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref3_AdjStem
i_mi_bono	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_u_mu_phakathi	PossConc4_NPrePre3_BPre3_NStem	PossConc9_NPrePre1a_BPre1_Adv
i_fak_iw_e	SC4_VRoot_PassExt_VerbTerm	VerbTerm_VRoot_PassExt_VerbTerm
e_mi_tlamo_eni	LocPre_BPre4_NStem_LocSuf	VerbTerm_BPre4_NStem_LocSuf
ya_u_ku_thuthuk_is_a	PossConc9_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc9_NPrePre1a_BPre15_VRoot_CausExt_VerbTerm
na_yoku_<?unk?>	AdvPre_Fut_NStem	Interrog_Fut_Foreign
.	Punc	Punc
u_ku_qinis_a	NPrePre15_BPre15_Intrans_VerbTerm	NPrePre1a_BPre15_Conj_VerbTerm
i_rherho	NPrePre4_NStem	VerbTerm_NStem
li_yo_bu_lungis_w_a	SC5_Fut_OC14_VRoot_PassExt_VerbTerm	BPre5_PronStem9_BPre14_NStem_PossConc1a_VerbTerm
be_zo_bulelesi	PossConc14_Fut_NStem	PossConc2_PronStem10_NStem
.	Punc	Punc
lokhu	Dem15	Dem15
ku_tlhoga	BPre15_NStem	BPre15_NStem
i_<?unk?>	NPrePre4_NStem	VerbTerm_Foreign
phakathi	Adv	Adv
kwa_yo	PossConc15_PronStem9	PossConc15_PronStem9
yo_ke	QuantConc4_QuantStem	PronStem9_Conj
i_mi_nyango	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ye_zo_bu_lungiswa	PossConc4_PossConc8_BPre14_NStem	PossConc4_PronStem10_BPre14_LocPre
e_u_mu_buso_ini	LocPre_NPrePre3_BPre3_NStem_LocSuf	VerbTerm_NPrePre1a_BPre1_NStem_LocSuf
,	Punc	Punc
i_si_qhema	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
sa_u_ku_vik_el_w_a	PossConc7_NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	PossConc7_NPrePre1a_BPre15_NStem_ApplExt_PossConc1a_VerbTerm
kwa_u_bu_lelesi	PossConc15_NPrePre14_BPre14_NStem	PossConc15_NPrePre1a_BPre14_NStem
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem
na_u_ku_pheph_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	Interrog_NPrePre1a_BPre15_NStem_VerbTerm
.	Punc	Punc
i_im_phakamiso	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
zoku_buyekez_w_a	Fut_VRoot_PassExt_VerbTerm	Fut_NegPre_PossConc1a_VerbTerm
kwe_rherho	PossConc15_NStem	PossConc15_NStem
lo_i_<?unk?>	Dem3_NPrePre4_NStem	Dem1_VerbTerm_Foreign
be_zo_bulelesi	PossConc2_BPre8_NStem	PossConc2_PronStem10_NStem
zi_zaku_siz_a	Pres_Fut_VRoot_VerbTerm	NStem_Fut_NStem_VerbTerm
khulu	Adv	Adv
e_ku_rarulula_eni	LocPre_BPre15_NStem_LocSuf	VerbTerm_BPre15_NStem_LocSuf
u_bu_thakathaka	NPrePre14_BPre14_NStem	NPrePre1a_BPre14_NStem
ba_nje	BPre2_NStem	PossConc2_Adv
be_rherho	PossConc14_NStem	PossConc2_NStem
.	Punc	Punc
i_komba	NPrePre9_NStem	VerbTerm_NStem
nga_yi_nye	AdvPre_CopPre_AdjStem	AdvPre_CopPre_AdjStem
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
i_bik_w_e	SC9_VRoot_PassExt_VerbTerm	VerbTerm_Interrog_PossConc1a_VerbTerm
ngo_ku_phikis_an_a	AdvPre_OC15_VRoot_RecipExt_VerbTerm	AdvPre_BPre15_NStem_RecipExt_VerbTerm
e_kholom_ini	LocPre_NStem_LocSuf	VerbTerm_NStem_LocSuf
loku_ragel_a	RelConc15_VRoot_VerbTerm	RelConc15_NStem_VerbTerm
phambili	Adv	Adv
.	Punc	Punc
i_mi_sebenzi	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
emi_nye	AdjPref4_AdjStem	AdjPref4_AdjStem
na_emi_nye	AdvPre_AdjPref4_AdjStem	Interrog_AdjPref4_AdjStem
e_be_gade	LocPre_BPre2_Adv	VerbTerm_PossConc2_NStem
i_ngaka_enz_el_w_a	SC4_NegPre_VRoot_ApplExt_PassExt_VerbTerm	VerbTerm_NegPre_VRoot_ApplExt_PossConc1a_VerbTerm
i_mi_tlamo	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
kodwana	Conj	Conj
e_sele	LocPre_Adv	VerbTerm_NStem
i_enz_iw_e	SC9_VRoot_PassExt_VerbTerm	VerbTerm_VRoot_PassExt_VerbTerm
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
i_ngezelel_w_e	SC4_VRoot_PassExt_VerbTerm	VerbTerm_NStem_PossConc1a_VerbTerm
nga_phasi	AdvPre_Adv	AdvPre_Adv
.	Punc	Punc
ku_ne_<?unk?>	LocPre_AdvPre_NStem	BPre15_AdvPre_Foreign
i_si_khathi	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
lapha	Dem15	Dem16
a_bo_masipala	NPrePre2a_BPre2a_NStem	VerbTerm_PossConc2_NStem
ba_nga_zizw_a	SC2_Pot_Intrans_VerbTerm	PossConc2_AdvPre_NStem_VerbTerm
bo_nyana	BPre2_NStem	PossConc2_NStem
ku_no_<?unk?>	BPre15_AdvPre_NStem	BPre15_AdvPre_Foreign
ba_nik_el_e	SC2_VRoot_ApplExt_VerbTerm	PossConc2_NStem_ApplExt_VerbTerm
nga_e_n_setjenziswa	AdvPre_LocPre_BPre3_NStem	AdvPre_VerbTerm_BPre9_NStem
bu_nqoph_a	CopPre_Intrans_VerbTerm	BPre14_NStem_VerbTerm
ku_nga_b_a	SC15_Pot_VRoot_VerbTerm	BPre15_AdvPre_SC2_VerbTerm
ngcono	NStem	NStem
na_ba_<?unk?>	AdvPre_BPre2_NStem	Interrog_PossConc2_Foreign
omu_nye	AdjPref1_AdjStem	AdjPref3_AdjStem
u_mu_ntu	NPrePre1_BPre1_NStem	NPrePre1a_BPre1_NStem
(	Punc	Punc
u_mu_nikeli	NPrePre1a_BPre1a_NStem	NPrePre1a_BPre1_NStem
nga_e_n_setjenziswa	AdvPre_LocPre_BPre3_NStem	AdvPre_VerbTerm_BPre9_NStem
)	Punc	Punc
bo_nyana	BPre2_NStem	PossConc2_NStem
enz_e	VRoot_VerbTerm	VRoot_VerbTerm
u_mu_sebenzi	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
.	Punc	Punc
a_bo_nobangela	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NPrePre4
b_o_ikobana	PossConc2a_LocPre_NStem	SC2_VerbTerm_NStem
ku_b_a	BPre15_VRoot_VerbTerm	BPre15_SC2_VerbTerm
yi_ni	CopPre_Interrog	CopPre_Interrog
u_masipala	NPrePre1a_NStem	NPrePre1a_NStem
a_kheth_e	RelConc6_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
i_n_dlela	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
le	Dem9	Dem9
kukobana	Conj	Conj
aba_nye	AdjPref2_AdjStem	RelConc2_AdjStem
a_bo_masipala	NPrePre2a_BPre2a_NStem	VerbTerm_PossConc2_NStem
,	Punc	Punc
i_in_hlangano	NPrePre10_BPre10_NStem	VerbTerm_Foreign_NStem
(	Punc	Punc
a_ma_NGO	NPrePre6_BPre6_Abbr	VerbTerm_BPre6_Abbr
namkha	Conj	Conj
a_ma_CBO	NPrePre6_BPre6_Abbr	VerbTerm_BPre6_Abbr
)	Punc	Punc
namkha	Conj	Conj
a_ma_khamphani	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
w_a_ngeqadi	PossConc6_LocPre_NStem	PossConc1a_VerbTerm_Adv
a_nga_b_a	SC6_AdvPre_VRoot_VerbTerm	VerbTerm_AdvPre_SC2_VerbTerm
ne_e_n_setjenziswa	AdvPre_LocPre_BPre3_NStem	AdvPre_VerbTerm_BPre9_NStem
ezi_ngcono	RelConc10_NStem	RelConc10_NStem
begodu	Conj	Conj
na_ma_kghono	AdvPre_BPre6_NStem	Interrog_BPre6_NStem
wa_u_ku_phath_a	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	PossConc1a_NPrePre1a_BPre15_PossConc7_VerbTerm
u_ku_az_i	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_VRoot_VerbTerm
u_ku_nikel_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NegCopPre_VerbTerm
u_mu_sebenzi	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
.	Punc	Punc
a_ba_hlanganyeli	NPre2_BPre2_NStem	VerbTerm_PossConc2_NStem
ba_enz_a	SC2_VRoot_VerbTerm	PossConc2_VRoot_VerbTerm
i_si_bonelo	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
esi_nge_nzasi	RelConc7_AdvPre_Adv	RelConc7_AdvPre_Adv
so_kobana	PossConc7_NStem	PronStem7_Conj
i_KPI	NPrePre9_Abbr	VerbTerm_Abbr
i_hlangabez_an_a	NPrePre3_VRoot_RecipExt_VerbTerm	VerbTerm_Adv_RecipExt_VerbTerm
bu_njani	SC14_Adv	BPre14_Adv
ne_e_m_funeko	AdvPre_LocPre_BPre10_NStem	AdvPre_VerbTerm_BPre3_NStem
ze_mi_thetjho_ana	PossConc10_BPre4_NStem_DimSuf	Pres_BPre4_NStem_DimSuf
.	Punc	Punc
sebenzis_a	VRoot_VerbTerm	NStem_VerbTerm
u_mu_da	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
wa_u_ku_thom_a	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	PossConc1a_NPrePre1a_BPre15_NStem_VerbTerm
njenga_i_si_bonelo	AdvPre_NPrePre7_BPre7_NStem	AdvPre_VerbTerm_BPre7_NStem
be_s_e	SC2_VRoot_VerbTerm	PossConc2_PossConc7_VerbTerm
i_in_qhema	NPrePre8_NPre8_NStem	VerbTerm_Foreign_NStem
zi_qedelel_a	SC8_VRoot_VerbTerm	NStem_NStem_VerbTerm
i_thebula	NPrePre5_NStem	VerbTerm_NStem
.	Punc	Punc
u_m_lando	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
w_e_sewula	PossConc3_LocPre_NStem	PossConc1a_VerbTerm_NStem
Afrika	ProperName	ProperName
na_ma_lemuko	AdvPre_BPre6_NStem	Interrog_BPre6_NStem
w_e_<?unk?>	PossConc6_LocPre_NStem	PossConc1a_VerbTerm_Foreign
ezi_nye	AdjPref10_AdjStem	RelConc10_AdjStem
u_<?unk?>	NPrePre1a_NStem	NPrePre1a_Foreign
bo_nyana	BPre2_NStem	PossConc2_NStem
u_bu_nye	NPrePre14_BPre14_NStem	NPrePre1a_BPre14_AdjStem
na_i_bumbano	AdvPre_NPre5_NStem	Interrog_VerbTerm_NStem
la_u_mu_phakathi	PossConc5_NPrePre3_BPre3_NStem	Dem16_NPrePre1a_BPre1_Adv
ku_zi_zi_nto	BPre15_Pres_BPre10_NStem	BPre15_NStem_NStem_NStem
ezi_qakathek_ile_ko	RelConc8_VRoot_Perf_RelSuf	RelConc10_SC1a_Perf_RelSuf
e_u_ku_phumelel_is_a_ini	LocPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm_LocSuf	VerbTerm_NPrePre1a_BPre15_NStem_CausExt_VerbTerm_LocSuf
i_mi_nqopho	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ye_ze_hlalakuhle	PossConc4_PossConc8_NStem	PossConc4_Pres_NStem
na_u_mu_notho	AdvPre_NPrePre3_BPre3_NStem	Interrog_NPrePre1a_BPre1_NStem
.	Punc	Punc
i_sethulo	NPrePre7_NStem	VerbTerm_NStem
sa_u_mu_thethosisekelo	PossConc7_NPrePre3_BPre3_NStem	PossConc7_NPrePre1a_BPre1_Adv
si_mumath_ile	SC7_VRoot_Perf	BPre7_NStem_Perf
i_si_<?unk?>	NPrePre7_BPre7_NStem	VerbTerm_BPre7_Foreign
nga_i_n_dlela	AdvPre_NPrePre9_BPre9_NStem	AdvPre_VerbTerm_BPre9_NStem
e_fanel_e_ko	LocPre_VRoot_VerbTerm_RelSuf	VerbTerm_RelConc6_VerbTerm_RelSuf
.	Punc	Punc
si_<?unk?>	CopPre_NStem	BPre7_Foreign
i_si_bopho	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
sa_u_mu_buso	PossConc7_NPrePre3_BPre3_NStem	PossConc7_NPrePre1a_BPre1_NStem
sa_u_ku_<?unk?>_a	PossConc7_NPrePre15_BPre15_VRoot_VerbTerm	PossConc7_NPrePre1a_BPre15_Foreign_VerbTerm
e_u_mu_va	LocPre_NPrePre3_BPre3_NStem	VerbTerm_NPrePre1a_BPre1_Adv
i_mi_phumela	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ye_bandlululo	PossConc9_NStem	PossConc4_NStem
,	Punc	Punc
nga_i_n_dlela	AdvPre_NPrePre9_BPre9_NStem	AdvPre_VerbTerm_BPre9_NStem
e_zaku_enz_a	RelConc9_Fut_VRoot_VerbTerm	VerbTerm_Fut_VRoot_VerbTerm
bo_nyana	BPre2_NStem	PossConc2_NStem
zo_ke	QuantConc10_QuantStem	PronStem10_Conj
i_zi_akhamuzi	NPrePre8_BPre8_NStem	VerbTerm_NStem_NStem
zi_zi_zwe	BPre8_BPre8_NStem	NStem_NStem_NStem
zi_yi_ngcenye	BPre8_CopPre_NStem	NStem_CopPre_NStem
ye_narha	PossConc9_NStem	PossConc4_NStem
